hw1,hw2,tw,bf1,tf1,bf2,tf2,psi,L,y
400,400,1.33,200,9.37,200,9.37,1,14400,0.38198013
300,150,3.48,75,3.48,75,3.48,0.25,6000,0.245826107
1000,333,40,250,40,250,40,-0.75,34000,0.614203733
700,280,28,175,28,175,28,1,9800,0.54112395
900,257,6.11,450,14.45,450,14.45,0.75,32400,0.500849568
900,300,4.32,225,15.51,225,15.51,0.5,7200,0.547207028
700,467,3.36,525,24.59,525,24.59,-1,9800,0.735492184
500,333,2.09,125,8.16,125,8.16,-0.75,16000,0.358720911
600,400,4.08,600,12.63,600,12.63,0.25,24000,0.569737693
700,280,8.13,175,12.71,175,12.71,-0.5,9800,0.503451159
300,120,1.69,150,9.79,150,9.79,-0.5,2400,0.559748242
300,120,1.11,75,2.41,75,2.41,0,7800,0.187109506
1000,1000,3.33,1000,46.84,1000,46.84,0,28000,0.789018581
300,86,1.44,225,12.2,225,12.2,0,6000,0.530744282
500,333,1.86,125,7.7,125,7.7,0,6000,0.414325598
800,320,2.67,800,40.42,800,40.42,0.75,30400,0.693639638
500,200,4.29,375,23.09,375,23.09,-0.5,11000,0.653200492
300,200,1.26,75,4.07,75,4.07,0.25,8400,0.21740698
300,86,1.44,75,3.24,75,3.24,0.25,1800,0.345841256
400,200,2.72,400,4,400,4,1,12800,0.424868441
300,120,2.57,150,7.03,150,7.03,-0.75,2400,0.535170951
700,350,3.36,350,16.39,350,16.39,0,22400,0.533279915
500,200,1.67,125,5.86,125,5.86,0,1000,0.596286709
400,160,1.33,100,1.33,100,1.33,0.25,4000,0.265490036
700,700,8.13,175,8.13,175,8.13,0.5,5600,0.492723567
1000,286,5.62,500,25.26,500,25.26,0.25,24000,0.619014722
800,800,4.5,200,15.26,200,15.26,0.5,16000,0.457018267
1000,500,5.62,500,34.47,500,34.47,-0.25,6000,0.814175307
800,267,5.43,600,30.32,600,30.32,1,16000,0.665981431
600,200,2,600,21.47,600,21.47,0.5,10800,0.679660412
800,400,6.86,600,25.89,600,25.89,0.75,24000,0.623916332
1000,333,40,750,40.66,750,40.66,-0.75,18000,0.799108061
900,300,3.34,900,25.58,900,25.58,0.25,30600,0.685491384
300,300,3.48,75,5.45,75,5.45,0.75,7200,0.249739628
1000,667,18,250,18,250,18,0.75,20000,0.502360508
600,200,2.88,600,6,600,6,0,18000,0.548470166
300,300,1.11,75,4.62,75,4.62,0.5,3000,0.3222754
600,400,2.51,150,7.58,150,7.58,-1,10800,0.414023869
900,900,10.45,225,14.68,225,14.68,0.25,5400,0.605134502
600,150,2.88,600,23.68,600,23.68,0,22800,0.64495353
900,257,3.34,900,22.26,900,22.26,-0.75,32400,0.705109464
1000,400,40,250,40,250,40,-0.75,36000,0.611079269
1000,667,4.8,250,20,250,20,-1,22000,0.536743573
1000,400,11.61,1000,32.11,1000,32.11,0.75,32000,0.7022204
900,360,3.34,675,29.13,675,29.13,0.25,10800,0.755210252
300,200,2.57,300,9.63,300,9.63,0,9600,0.510922446
900,600,3.77,900,55.42,900,55.42,0.25,9000,0.882415821
900,900,10.45,900,42.16,900,42.16,0.5,5400,0.917670588
1000,667,11.61,750,43.42,750,43.42,-1,22000,0.778464592
700,467,28,525,28,525,28,-1,8400,0.767119694
700,233,6,525,26.53,525,26.53,-1,14000,0.700754402
300,100,1,75,3.79,75,3.79,1,5400,0.214684475
700,700,3.94,350,8.66,350,8.66,1,2800,0.687166207
500,167,1.86,500,23.42,500,23.42,-0.75,13000,0.68733997
300,300,1.44,150,5.92,150,5.92,-0.25,3000,0.496751085
900,257,10.45,225,17.17,225,17.17,0,32400,0.456620053
300,200,5.4,225,17.17,225,17.17,-0.5,4200,0.620486569
900,900,4.32,450,9.47,450,9.47,-1,5400,0.735660072
900,225,6.11,450,27.71,450,27.71,-1,36000,0.61396642
800,229,6.86,200,6.86,200,6.86,0.5,8000,0.449551254
900,300,3.77,450,27.71,450,27.71,-1,36000,0.613841263
1000,500,3.33,250,9.87,250,9.87,0,18000,0.465091625
1000,500,5.62,1000,17.37,1000,17.37,-0.5,16000,0.78597243
900,257,16.2,225,16.2,225,16.2,0.75,32400,0.435702833
300,75,2.04,150,2.04,150,2.04,0.25,3600,0.356698338
600,171,3.38,600,32.53,600,32.53,-0.25,6000,0.814613019
300,200,1.69,225,17.17,225,17.17,0.5,9600,0.506152516
700,233,4.75,350,25.42,350,25.42,-0.75,23800,0.602005617
800,400,3.84,600,39.16,600,39.16,-0.75,25600,0.721416436
900,450,36,675,39.08,675,39.08,-0.5,21600,0.756960494
600,600,2.23,300,6.32,300,6.32,0.25,14400,0.457606979
600,171,2.23,600,21.47,600,21.47,0,13200,0.68482111
300,120,3.48,75,6,75,6,1,2400,0.33696426
600,600,3.38,150,8.68,150,8.68,-0.5,2400,0.599708044
1000,250,8.57,250,8.57,250,8.57,0,36000,0.401549529
700,233,6,175,6.91,175,6.91,-0.25,5600,0.499607087
800,800,4.5,200,6.42,200,6.42,0.5,1600,0.658585059
800,400,5.43,800,58.11,800,58.11,-0.25,14400,0.838674
300,300,1.11,225,9.71,225,9.71,1,6600,0.467301103
600,300,3.38,450,11.13,450,11.13,0.5,13200,0.55884537
900,257,16.2,675,24.16,675,24.16,0.75,30600,0.616750343
400,200,7.2,300,7.2,300,7.2,1,2400,0.612681584
1000,500,4.19,1000,76.32,1000,76.32,-0.25,16000,0.896225822
400,114,2.25,100,2.25,100,2.25,0.25,1600,0.405111957
1000,250,4.8,1000,35.79,1000,35.79,-0.25,26000,0.778299882
800,229,3.84,200,8.63,200,8.63,0.25,32000,0.349031648
1000,1000,4.19,1000,17.37,1000,17.37,-0.25,34000,0.696448715
400,160,16,400,17.26,400,17.26,0.25,13600,0.581170536
700,175,6,175,12.71,175,12.71,-0.5,9800,0.500558174
300,300,2.04,75,5.45,75,5.45,0,11400,0.236558588
500,250,3.4,250,17.24,250,17.24,0.5,15000,0.494656839
300,150,5.4,75,5.4,75,5.4,-0.5,8400,0.299331729
1000,250,3.33,500,27.11,500,27.11,0,16000,0.676116626
1000,400,4.19,250,20,250,20,1,36000,0.436837449
1000,286,18,1000,80,1000,80,-1,36000,0.844985616
700,175,3.94,175,14,175,14,0.75,21000,0.391399628
400,160,2.25,300,8.53,300,8.53,0.5,5600,0.540309279
300,200,1.26,225,4.74,225,4.74,0.25,7800,0.412328791
300,75,12,225,12,225,12,-1,10800,0.504977793
800,400,6.86,400,6.95,400,6.95,0,17600,0.511118472
1000,1000,4.19,250,16.32,250,16.32,0,12000,0.554874945
900,225,3,450,14.45,450,14.45,-0.5,32400,0.555062072
1000,400,18,1000,57.89,1000,57.89,0.75,20000,0.803377051
800,267,9.29,800,64,800,64,0.25,6400,0.899689867
500,125,9,250,14.47,250,14.47,0.75,5000,0.560921286
500,167,1.67,125,8.16,125,8.16,-1,17000,0.349532911
300,100,5.4,300,5.4,300,5.4,1,6600,0.452166253
700,467,12.6,700,35.37,700,35.37,-1,12600,0.789590677
800,200,14.4,200,14.4,200,14.4,0,12800,0.503652186
500,500,1.67,125,7.7,125,7.7,-0.5,11000,0.378913937
300,100,2.04,75,2.68,75,2.68,0.25,5400,0.220666834
700,200,12.6,525,20.72,525,20.72,-0.25,21000,0.636160988
600,171,5.14,150,8.68,150,8.68,-0.75,10800,0.432751882
600,171,6.97,300,11.84,300,11.84,-0.5,12000,0.555277076
900,360,3.34,225,8.88,225,8.88,0,7200,0.531559923
700,467,3.36,700,53.42,700,53.42,-0.25,22400,0.770292984
1000,500,8.57,500,36.32,500,36.32,0.75,6000,0.7708767
600,400,5.14,300,9.63,300,9.63,1,9600,0.500251021
300,300,3.48,75,3.48,75,3.48,1,11400,0.175526502
500,143,5.81,125,8.16,125,8.16,0,14000,0.350592946
700,350,4.75,175,4.75,175,4.75,0.75,9800,0.368149186
600,400,24,300,24,300,24,0.25,3600,0.712415379
600,240,2.23,600,14.84,600,14.84,-0.75,16800,0.654470733
300,75,2.04,150,2.05,150,2.05,-0.5,10800,0.281216812
700,350,6,525,24.59,525,24.59,0.75,9800,0.678809088
700,200,8.13,350,9.95,350,9.95,0.5,11200,0.531107298
500,200,5.81,250,5.81,250,5.81,1,15000,0.376896307
300,150,1.69,150,3.16,150,3.16,0,8400,0.317043451
1000,667,40,250,40,250,40,0.25,10000,0.664584657
400,400,16,400,32,400,32,0.25,4000,0.757967539
400,267,3.43,300,5.21,300,5.21,0.75,13600,0.402089208
400,400,16,300,16,300,16,-0.5,10400,0.592826883
500,143,1.67,375,5.13,375,5.13,0.75,15000,0.425646407
400,133,1.33,200,7.89,200,7.89,1,4000,0.47775839
1000,250,4.8,750,24.08,750,24.08,0.75,20000,0.673299037
300,86,12,300,12,300,12,0,5400,0.588036177
1000,286,40,750,40,750,40,0,8000,0.850492349
300,200,12,75,12,75,12,0.5,7800,0.362708085
300,86,1.11,225,15.51,225,15.51,0.75,3000,0.581767642
900,225,3.34,450,34.34,450,34.34,-0.25,5400,0.798296008
900,300,10.45,450,31.03,450,31.03,0.5,23400,0.61713763
700,175,4.75,350,16.39,350,16.39,-0.5,23800,0.549929892
700,350,28,525,36.2,525,36.2,0.25,15400,0.699492647
800,267,6.86,400,30.53,400,30.53,-0.25,17600,0.651161203
800,400,2.67,400,20.21,400,20.21,-1,20800,0.60546963
800,400,14.4,800,40.42,800,40.42,0.25,16000,0.770273578
800,533,14.4,600,21.47,600,21.47,0.25,9600,0.726129034
900,257,3.34,450,34.34,450,34.34,-1,25200,0.664113055
1000,400,11.61,250,11.61,250,11.61,0.75,2000,0.690256385
900,600,3.77,675,11.72,675,11.72,1,5400,0.751461471
800,200,6.86,200,13.05,200,13.05,-0.75,4800,0.597821953
800,800,2.67,600,10.42,600,10.42,0.75,4800,0.749384851
600,171,2.88,150,5.37,150,5.37,-1,18000,0.336493081
600,300,10.8,150,10.8,150,10.8,-0.75,20400,0.42250848
600,150,24,150,24,150,24,-0.75,24000,0.506509717
700,700,4.75,700,30.21,700,30.21,0.75,22400,0.671602015
500,200,1.86,500,25.26,500,25.26,-0.25,20000,0.643868781
800,320,14.4,200,14.4,200,14.4,0,30400,0.442117268
400,114,1.92,300,19.58,300,19.58,0.25,6400,0.609922063
400,133,3.43,100,3.43,100,3.43,0.5,12000,0.223084926
400,267,1.33,100,6.89,100,6.89,-1,16000,0.30466426
600,300,10.8,300,22.89,300,22.89,0,16800,0.568781105
600,300,2.88,450,36,450,36,1,3600,0.774951042
700,700,3.94,525,32.33,525,32.33,0.25,4200,0.827494749
800,533,32,400,32,400,32,-0.25,16000,0.678101069
500,333,2.81,500,21.58,500,21.58,-0.75,17000,0.657315616
400,160,3.43,200,3.43,200,3.43,0.75,8000,0.354694229
600,400,4.08,150,4.08,150,4.08,-0.5,3600,0.49558384
300,75,2.04,150,2.05,150,2.05,0.25,6600,0.28702491
1000,500,4.19,1000,76.32,1000,76.32,-0.25,16000,0.896225694
400,133,7.2,300,20.68,300,20.68,0.25,1600,0.758350319
300,86,2.04,150,3.71,150,3.71,-0.25,6600,0.36142898
300,86,1.69,300,8.53,300,8.53,0.75,11400,0.446130932
600,171,24,600,24,600,24,-0.75,24000,0.675605959
400,267,2.72,200,13.79,200,13.79,0.5,2400,0.609492921
800,800,2.97,400,12.84,400,12.84,0.75,12800,0.570723238
800,267,14.4,400,14.4,400,14.4,0,25600,0.542219472
600,150,24,300,24,300,24,0.25,3600,0.702653016
400,160,2.72,300,16.26,300,16.26,-0.75,5600,0.644424121
700,200,8.13,525,20.72,525,20.72,0.5,28000,0.577493981
900,360,16.2,450,16.2,450,16.2,1,14400,0.583677326
700,175,12.6,350,12.6,350,12.6,0,18200,0.534810678
500,200,2.81,125,8.62,125,8.62,0.75,4000,0.427577238
800,200,5.43,600,39.16,600,39.16,-0.75,32000,0.705040657
400,267,1.92,200,10.84,200,10.84,0.75,14400,0.403118763
700,350,4.75,175,5.62,175,5.62,0.25,15400,0.35542929
700,175,3.36,525,22.66,525,22.66,0.5,8400,0.692045148
900,900,36,675,36,675,36,-0.25,21600,0.743183354
1000,333,11.61,250,20,250,20,-1,6000,0.647250007
800,267,32,400,32,400,32,-0.25,4800,0.785543566
1000,286,18,250,18.16,250,18.16,0.75,24000,0.483528818
800,400,3.84,800,28.63,800,28.63,0.75,14400,0.72741936
900,360,36,900,36,900,36,0.75,36000,0.693333916
600,600,3.38,300,6.32,300,6.32,-0.75,8400,0.560951961
900,300,3,225,14.68,225,14.68,0,9000,0.544625166
900,300,5.06,900,25.58,900,25.58,0.5,19800,0.715732843
1000,667,40,500,40,500,40,0.75,4000,0.832572794
600,171,6.97,450,7.82,450,7.82,-0.5,22800,0.526231712
1000,333,5.62,500,38.16,500,38.16,0.75,30000,0.626648874
400,133,3.43,400,17.26,400,17.26,0,3200,0.731675128
500,167,2.81,500,27.11,500,27.11,-0.75,12000,0.709414884
700,280,12.6,525,24.59,525,24.59,-0.5,5600,0.796146776
300,100,3.48,225,13.03,225,13.03,0.75,10800,0.455831241
1000,667,3.71,500,5,500,5,0.25,8000,0.629601013
800,200,3.84,200,10.11,200,10.11,0.5,17600,0.401801846
900,600,4.32,225,15.51,225,15.51,-0.5,18000,0.508899274
1000,333,4.8,500,34.47,500,34.47,-0.25,26000,0.669095836
700,700,3.36,525,24.59,525,24.59,0.25,8400,0.727558918
700,200,3.36,700,27.63,700,27.63,0.75,12600,0.706117366
700,280,12.6,175,12.71,175,12.71,0.25,7000,0.507202965
300,300,1.44,150,8.68,150,8.68,1,4800,0.423650516
700,280,6,525,20.72,525,20.72,0.5,14000,0.637972419
400,400,1.92,200,16,200,16,1,1600,0.659034185
400,400,1.67,400,14.32,400,14.32,0.25,5600,0.656864452
400,200,7.2,400,8.42,400,8.42,-0.75,12000,0.561630703
600,171,5.14,600,30.32,600,30.32,0,22800,0.671450889
800,400,5.43,400,5.47,400,5.47,1,32000,0.393218878
800,533,9.29,200,9.29,200,9.29,1,30400,0.356496476
900,300,36,225,36,225,36,0.25,21600,0.580966394
900,600,6.11,900,48.79,900,48.79,0.5,19800,0.780987412
400,114,1.92,100,7.63,100,7.63,0,8800,0.335001121
300,300,3.48,75,3.48,75,3.48,0.75,4200,0.265269286
900,600,36,225,36,225,36,1,7200,0.632983121
600,200,24,300,24,300,24,0.25,24000,0.549827785
900,300,16.2,900,52.11,900,52.11,0.5,23400,0.771245388
400,200,2.25,400,15.79,400,15.79,0.75,16000,0.532172056
600,600,10.8,300,10.8,300,10.8,0.75,14400,0.488152541
700,467,4.75,525,36.2,525,36.2,0,16800,0.699309591
800,800,3.35,200,7.16,200,7.16,1,1600,0.648073828
800,800,3.84,600,34.74,600,34.74,-1,17600,0.741603215
700,467,6,175,6.91,175,6.91,0.25,28000,0.33041425
900,225,10.45,450,10.45,450,10.45,0.75,27000,0.493960158
600,300,2,300,10.74,300,10.74,-0.25,13200,0.524134009
700,233,8.13,525,8.13,525,8.13,1,5600,0.645417496
500,125,2.09,250,9.87,250,9.87,0,19000,0.437118253
1000,1000,5.62,750,43.42,750,43.42,1,8000,0.82961927
800,267,4.5,200,6.42,200,6.42,-0.75,6400,0.518560736
900,257,16.2,450,16.2,450,16.2,0.75,18000,0.569564461
600,400,10.8,300,10.8,300,10.8,-0.25,6000,0.617499297
700,233,8.13,350,16.39,350,16.39,-0.25,11200,0.61047737
600,150,4.08,300,5.21,300,5.21,0.75,7200,0.479161472
600,400,2.51,450,6.16,450,6.16,-0.25,6000,0.65179207
300,120,2.57,75,4.34,75,4.34,-0.75,3600,0.338780018
800,267,32,600,32,600,32,-0.25,14400,0.742063664
500,200,1.86,375,21.71,375,21.71,0,16000,0.592724375
700,467,3.36,525,36.2,525,36.2,1,8400,0.723128585
900,600,16.2,225,16.2,225,16.2,0.5,30600,0.454159791
600,600,4.08,150,8.68,150,8.68,1,21600,0.311890823
400,100,2.72,100,3.58,100,3.58,-0.5,16000,0.238391514
300,120,1.69,225,8.05,225,8.05,0,2400,0.592869186
700,280,2.93,525,14.92,525,14.92,1,21000,0.546457794
1000,286,4.19,500,34.47,500,34.47,-0.75,40000,0.650637939
1000,286,40,1000,40,1000,40,0.25,30000,0.756643073
1000,250,6.79,250,6.79,250,6.79,0.5,18000,0.415273948
1000,250,11.61,500,11.61,500,11.61,1,8000,0.634177444
500,333,2.4,500,17.89,500,17.89,0.75,9000,0.642996652
800,200,4.5,200,8.63,200,8.63,-0.5,25600,0.401538689
500,250,5.81,250,14.47,250,14.47,0,13000,0.510673578
1000,400,3.33,250,7.11,250,7.11,0,18000,0.43833293
700,175,12.6,525,32.33,525,32.33,-0.5,26600,0.671897583
1000,333,11.61,750,18.55,750,18.55,-0.75,30000,0.671894012
700,200,28,525,28,525,28,-0.25,8400,0.755251282
400,400,2.25,100,2.25,100,2.25,0.5,12800,0.185876132
700,233,2.6,175,2.6,175,2.6,-0.75,5600,0.440827688
300,150,1,300,14.05,300,14.05,0.25,8400,0.546557935
900,300,6.11,450,6.16,450,6.16,-0.5,14400,0.575578973
500,250,3.4,125,4.47,125,4.47,-1,10000,0.344669549
900,450,3,225,3,225,3,0.5,7200,0.437647332
1000,1000,3.33,250,16.32,250,16.32,0.75,26000,0.451926423
500,250,5.81,375,16.18,375,16.18,1,17000,0.516234715
300,200,1.44,75,1.44,75,1.44,-1,6600,0.1912839
900,360,5.06,450,22.74,450,22.74,-0.75,14400,0.677422343
500,125,2.81,125,5.86,125,5.86,-1,3000,0.466601949
700,467,3.36,350,3.5,350,3.5,-0.5,12600,0.498958561
900,225,10.45,450,27.71,450,27.71,-0.75,19800,0.666641614
300,300,1.69,150,1.69,150,1.69,0,9000,0.273369605
500,143,1.67,375,3.75,375,3.75,0.75,11000,0.437778392
900,257,7.71,675,51.51,675,51.51,0.25,5400,0.873699875
900,900,16.2,225,17.17,225,17.17,-0.75,12600,0.575119234
900,257,5.06,675,54,675,54,0.25,32400,0.719969302
300,120,1.26,75,1.26,75,1.26,0.75,10800,0.07628112
600,300,4.08,300,8.53,300,8.53,-0.5,22800,0.464178214
900,257,5.06,675,36.59,675,36.59,-0.25,21600,0.733227058
300,150,1.69,150,9.24,150,9.24,0,2400,0.533470236
1000,400,11.61,1000,68.95,1000,68.95,0.75,30000,0.789224329
700,280,3.94,175,3.94,175,3.94,-0.5,12600,0.38261926
900,900,4.32,450,21.08,450,21.08,-0.25,23400,0.613703155
400,160,16,300,16,300,16,-0.75,15200,0.566645398
500,200,1.67,375,17.57,375,17.57,0,7000,0.647935868
400,100,2.25,100,5.05,100,5.05,0.75,10400,0.24981844
400,400,3.43,400,18.74,400,18.74,-1,7200,0.684663418
600,171,6.97,150,6.97,150,6.97,-0.5,16800,0.38025479
900,450,3.77,675,31.62,675,31.62,-1,18000,0.743875006
900,600,7.71,900,72,900,72,0.75,12600,0.851033434
500,143,3.4,125,6.78,125,6.78,0.25,14000,0.314294192
300,300,1.11,225,11.37,225,11.37,0.5,11400,0.450358425
900,300,16.2,450,16.2,450,16.2,0,14400,0.626919431
800,267,5.43,800,52.21,800,52.21,-0.75,12800,0.85187394
1000,250,3.33,750,7.5,750,7.5,0.75,38000,0.517457323
800,533,14.4,200,14.4,200,14.4,-0.75,25600,0.482323912
400,267,1.92,100,4.32,100,4.32,-0.25,6400,0.326942041
400,114,4.65,200,4.65,200,4.65,-0.75,8800,0.42458538
600,300,2.88,150,4.26,150,4.26,-0.25,24000,0.281646027
700,175,3.36,525,36.2,525,36.2,1,23800,0.630792709
700,233,3.36,525,36.2,525,36.2,0.25,23800,0.659682991
800,800,2.97,600,34.74,600,34.74,0.5,19200,0.688148059
900,450,3,675,26.64,675,26.64,0.75,5400,0.808215981
1000,400,11.61,750,48.95,750,48.95,0.25,16000,0.783744683
400,160,1.48,400,29.05,400,29.05,1,16000,0.59248427
1000,250,11.61,750,29.61,750,29.61,0.5,24000,0.685181686
500,333,20,250,20,250,20,0.75,6000,0.589068473
400,114,1.92,400,11.37,400,11.37,-0.25,16000,0.542947036
300,75,1.69,150,5.92,150,5.92,0.5,5400,0.383829946
600,200,6.97,450,22.74,450,22.74,0,19200,0.613066631
1000,1000,3.71,1000,72.63,1000,72.63,0.75,14000,0.867226284
600,300,2.51,300,16.26,300,16.26,-0.5,6000,0.652815189
400,160,4.65,400,20.21,400,20.21,0.75,8800,0.608174044
800,800,32,400,32,400,32,1,11200,0.662247775
500,333,20,125,20,125,20,-1,1000,0.709513381
400,133,1.67,100,3.58,100,3.58,-0.25,7200,0.296695824
700,350,28,350,28,350,28,0.75,1400,0.835369751
400,160,1.33,200,7.16,200,7.16,-0.5,16000,0.402595923
1000,500,8.57,750,10.26,750,10.26,0,36000,0.580286127
400,100,3.43,400,11.37,400,11.37,1,14400,0.495741602
800,200,2.97,200,15.26,200,15.26,0.75,16000,0.44153864
500,333,1.86,500,14.21,500,14.21,-0.25,20000,0.585938544
1000,400,3.33,1000,24.74,1000,24.74,-0.5,18000,0.796100723
600,400,3.38,450,14.45,450,14.45,0.75,12000,0.585935816
700,280,2.33,350,25.42,350,25.42,0.25,19600,0.578844916
300,300,2.57,75,3.24,75,3.24,-1,7200,0.256594144
1000,250,3.33,250,14.47,250,14.47,-0.25,12000,0.548852601
700,467,6,175,10.78,175,10.78,-0.25,16800,0.427852703
900,600,6.11,675,51.51,675,51.51,-0.75,7200,0.887800819
1000,400,18,250,18,250,18,0.75,2000,0.720051388
700,175,3.36,175,12.07,175,12.07,0.75,2800,0.55985059
800,200,3.35,400,32,400,32,-1,28800,0.629027269
400,100,4.65,200,7.89,200,7.89,-1,12800,0.432978564
400,100,1.92,400,21.68,400,21.68,0.25,12000,0.609942821
800,320,3.84,200,4.21,200,4.21,0,14400,0.377405984
700,200,3.94,350,24.13,350,24.13,-0.75,21000,0.606338121
800,320,2.67,400,5.47,400,5.47,0,27200,0.446006003
400,133,1.92,200,12.32,200,12.32,-0.25,14400,0.457518398
900,600,36,675,36,675,36,-1,18000,0.76875977
600,240,2,150,2,150,2,-1,4800,0.395509991
400,400,2.72,200,7.16,200,7.16,0,12800,0.406343199
400,114,7.2,400,26.11,400,26.11,0.25,8800,0.655889772
400,100,7.2,200,7.2,200,7.2,0.5,5600,0.460806721
700,233,3.94,525,20.72,525,20.72,-0.25,23800,0.622973496
600,200,5.14,450,5.14,450,5.14,-0.75,12000,0.562598736
500,333,4.29,375,24.47,375,24.47,0,18000,0.596997792
800,229,3.35,600,45.79,600,45.79,0.25,17600,0.730035443
500,250,4.29,125,9.54,125,9.54,-0.75,19000,0.365120119
500,250,2.09,375,7.89,375,7.89,-0.5,10000,0.571974215
1000,667,4.19,500,10.53,500,10.53,-0.5,30000,0.560069452
800,800,3.84,800,13.89,800,13.89,0.25,30400,0.619532186
500,333,3.4,125,3.4,125,3.4,0.5,20000,0.223502947
1000,333,8.57,750,8.57,750,8.57,-0.75,34000,0.594505598
300,120,1.11,225,14.68,225,14.68,0,1800,0.669759707
800,533,9.29,600,28.11,600,28.11,0,17600,0.694757469
400,100,2.25,200,16,200,16,0.25,2400,0.621241041
400,100,2.25,400,9.89,400,9.89,0.5,15200,0.496629901
900,360,3.34,900,42.16,900,42.16,-1,36000,0.755177243
900,257,3.34,225,13.03,225,13.03,-0.5,28800,0.450053968
400,200,2.72,200,7.89,200,7.89,-1,12000,0.439757517
700,280,2.33,350,11.24,350,11.24,-1,28000,0.496625217
600,240,24,600,36.95,600,36.95,-0.75,20400,0.731452955
700,467,8.13,700,50.84,700,50.84,0.75,4200,0.883588652
400,200,1.67,200,16,200,16,0.5,8000,0.499598777
500,143,4.29,125,4.29,125,4.29,1,8000,0.297515768
400,267,2.72,300,12.95,300,12.95,0,10400,0.539995266
300,200,1.69,75,3.79,75,3.79,1,6600,0.202935411
400,267,1.33,400,24.63,400,24.63,-0.75,6400,0.718701415
400,200,16,200,16,200,16,0.25,3200,0.602734087
700,200,3.36,175,11.42,175,11.42,-1,2800,0.602348319
500,125,5.81,250,5.81,250,5.81,0.5,18000,0.376135579
600,600,2.51,150,9.24,150,9.24,-0.75,12000,0.429870878
700,175,3.36,175,4.97,175,4.97,0.5,23800,0.288876321
400,114,3.43,100,3.43,100,3.43,0.5,14400,0.207236792
1000,400,40,750,40,750,40,-0.25,6000,0.896886871
700,175,6,525,16.86,525,16.86,-0.25,14000,0.656778219
1000,667,6.79,250,8.95,250,8.95,-1,18000,0.486459281
400,400,1.33,200,12.32,200,12.32,-0.25,8000,0.510101463
800,533,6.86,800,13.89,800,13.89,0,24000,0.651428923
500,167,4.29,125,9.54,125,9.54,0.25,18000,0.331163991
300,86,1.11,75,4.62,75,4.62,-0.75,2400,0.379874366
800,200,5.43,200,7.89,200,7.89,0.25,11200,0.437449159
900,600,3,675,14.21,675,14.21,0.5,28800,0.585683586
900,225,3.77,675,34.11,675,34.11,-0.25,32400,0.691045577
1000,500,18,500,30.79,500,30.79,0,40000,0.615403875
600,300,6.97,150,6.97,150,6.97,1,8400,0.37723662
800,229,6.86,200,6.86,200,6.86,-0.25,22400,0.392999497
600,200,2,300,10.74,300,10.74,0.5,8400,0.532273188
700,233,3.94,175,4.33,175,4.33,0.25,25200,0.288067768
600,150,24,600,24,600,24,0,3600,0.8339144
400,133,2.25,300,18.47,300,18.47,0.5,5600,0.605059037
900,225,7.71,450,11.13,450,11.13,0,27000,0.529632858
400,267,1.48,300,6.32,300,6.32,1,12000,0.421172662
900,450,36,900,45.47,900,45.47,1,32400,0.716401761
700,200,2.33,175,8.2,175,8.2,0.5,11200,0.397970287
600,600,2.88,300,18.47,300,18.47,-0.75,4800,0.700379814
300,100,3.48,300,11.84,300,11.84,0.75,3000,0.608605434
400,114,2.25,300,7.42,300,7.42,-1,8000,0.526790638
400,267,3.43,200,4.21,200,4.21,-0.25,8000,0.421842269
800,320,9.29,200,9.29,200,9.29,0.5,4800,0.531580012
700,200,3.36,175,12.07,175,12.07,0,18200,0.41720793
700,700,12.6,700,40.53,700,40.53,-0.75,14000,0.801102599
500,143,9,250,18.16,250,18.16,0,15000,0.52343643
1000,250,3.71,750,54.47,750,54.47,-0.75,38000,0.762723662
1000,333,4.8,500,6.84,500,6.84,-0.5,36000,0.506458671
800,320,3.35,600,6,600,6,-0.25,6400,0.705953404
600,171,3.38,300,24,300,24,0.75,8400,0.595189176
600,200,2.88,450,26.05,450,26.05,0.75,22800,0.583539435
600,150,4.08,450,34.34,450,34.34,0.5,3600,0.783186403
900,600,3.77,450,31.03,450,31.03,0,32400,0.612236603
800,800,2.67,400,5.47,400,5.47,0.5,24000,0.448590336
500,500,1.86,500,6.84,500,6.84,-0.25,16000,0.555430134
400,100,1.48,400,20.21,400,20.21,0,4000,0.718285545
800,320,2.97,400,4,400,4,0.75,6400,0.554110492
600,171,6.97,150,8.68,150,8.68,-1,18000,0.391834802
700,175,12.6,175,13.36,175,13.36,0.75,2800,0.57172501
900,257,3.34,225,3.34,225,3.34,-0.75,3600,0.566489171
1000,1000,8.57,500,38.16,500,38.16,-0.25,20000,0.703554859
900,300,5.06,450,19.42,450,19.42,-0.75,14400,0.66245531
600,300,24,150,24,150,24,0.5,21600,0.470344693
800,800,14.4,600,41.37,600,41.37,-0.25,14400,0.764252283
300,100,2.04,300,15.16,300,15.16,1,11400,0.499810356
800,533,2.97,400,27.58,400,27.58,1,22400,0.57117982
1000,500,4.19,500,28.95,500,28.95,0.75,12000,0.677443601
700,467,2.33,350,17.68,350,17.68,1,18200,0.519953584
300,300,12,75,12,75,12,-0.75,5400,0.434571913
1000,667,3.71,500,16.05,500,16.05,0.25,28000,0.567216883
600,600,6.97,300,17.37,300,17.37,-1,7200,0.647988081
900,360,36,450,36,450,36,-0.25,32400,0.655126836
500,143,1.67,125,2.17,125,2.17,-0.5,7000,0.324643933
900,450,3,675,44.05,675,44.05,-0.5,32400,0.72808473
